label;text
joy;inter nation sport event favourit nation team player bring joi e g india world cup cricket match
fear;gone school picnic left behind forest
anger;saw peopl beat man seem stranger
sadness;india lost benson hedg cricket trophi
guilt;respons get friend run out vital cricket match
joy;india prudenti cup beat west indi final match becam world cricket champion west indi strongest eight countri particip competit
fear;child on even read novel ghost thu spent sleepless night kept feel ghost danc around me
anger;despit good perform excel result manag refus meet demand
sadness;belov girlfriend got marri anoth person
disgust;heard year old girl rape four rikshaw driver town
shame;feel asham fact even year independ indian poulat still poverti line
guilt;read nation social spirit self disciplin peopl develop coutri like u s a england franc germani etc compar indian peopl felt guilti nation spirit self disciplin
joy;felt happi settlement marriag even though differ socio linguist background parent agre wed without conflict discuss thought would object wed not happen
fear;on dai earli morn mother healthi fell ill doctor compound near hour a m p m not speak singl sentenc drink water milk movement bodi felt realli scare almost lost confid surviv
anger;on dai elder brother badli scold father first time heard abus languag brother request humbl not us kind languag not care sai final pick ax us him meanwhil peopl interven
sadness;close friend appli tiss admiss last year unfortun fail get admiss done graduat togeth quit involv other want master degre togeth howev not work expect sadden me
disgust;classmat tiss habit bite nail ever sinc childhood never like habit person near class dine hall campu suggest should stop bite nail howev found difficult disgust feel not chang
shame;feel graduat never dare speak rel friend feel would avoid situat howev not know reason thi
guilt;on dai mother forc eat refus next dai serv rice mutton piec usual saw got veri angri scold her refus eat later felt guilti ask excus me
joy;student institut m phil degre on professor call convoc told you got gold medal first rank univers tomorrow t v
fear;villag on enemi written non sens letter girl told father girl culprit got know scare girl s father wors man
anger;research month ago ask institut sponsor comput cours held tiss howev administr offic could not get monei
sadness;bombai on good friend get marri not inform it made sad
disgust;got phone call state on friend jail pleas come see him went jail saw him disgust
shame;time back sign letter not read happen someth written friend went higher author friend ask you also sign
guilt;on friend came know friend appli cours institut ask why not tell me would also appli felt guilti
joy;joyful aliv everi night
fear;not felt emot yet
anger;discov red tapism bureaucrat corrupt decad degener infrastuctur everi public util offic servic rampant corrupt everi singl level educ institut
sadness;death jaya prakash narayan caus great deal sad believ true democrat rai hope indian horizon
disgust;everydai feel mani situat event caus unclean dirti environ illiteraci poverti neglect human resourc disgust lack percept part educ few lack drive drive toward redempt
shame;realiz belong countri amongst poorest world inspit resourc not util them asham countri shame lack pariti lifestyl citizen
guilt;realiz not work hard enough not us individu societi famili guilt spend monei uncal activ short wast life
joy;joi knew bound select job even finish studi
fear;scare realiz might miss train suppos take kilometr awai home heard depart whistl still feet awai train final made it
anger;felt angri repeat plea ticket collector co passeng order make queue fell deaf ear feel whenev someon not disciplin method duti
sadness;fill gloom sad death person specif felt sad hear new death person hale hearti full life vigour plan next dai next dai cherish it
disgust;feel disgust sinc unabl cope wordli affair spend much preciou time pursu hobbi admist peopl love long with
shame;alwai feel asham not succe accomplish someth put effort
guilt;time attract conduct social degrad due ill consequ feel guilti
joy;india first world cup cricket tournament
fear;standard go nativ place last bu alreadi left start walk soon becam quit dark road villag road desert not even sure right wai final reach home p m
anger;travel delhi bombai book seat on month back also got telegram confirm thi howev train name omit reserv sheet on seat still vacant allot anoth person paid despit request seat allow stai reserv compart paid monei
sadness;new natur calam earthquak hundr mexican peopl di
disgust;punjab name religion peopl kill agit
joy;felt happi end dai student camp share hope aspir open situat gener made strong frienship experienc worth well
fear;on fellow student bunk field work attempt cover expos though not directli meet field work suprevisor afraid consequ
anger;made error plan programm publicli accept mistak despit repeat request not bring matter discuss professor kept constantli pass remark react angrili
sadness;love girl separ differ commit concern life career love person could not agre life futur would demand part veri sad
disgust;student campu unnecessarili creat troubl heckl author not achiev someth concret interest
shame;react angrili friend fault hi rais voic not care opinion
guilt;promis send someth friend complet slip mind felt guilti forgotten
joy;on feel never betrai must confess last time slighti felt happi pass m a high rank year ago friend told result
